update_step,decision_type,policy_loss,value_loss,entropy_loss,total_loss
549,improve,0.0333,0.0431,0.0004,0.0549
550,buy,0.0028,0.1792,0.0185,0.0924
551,improve,0.0408,0.0291,0.0009,0.0553
552,improve,-0.0162,0.051,0.0011,0.0094
553,improve,-0.0228,0.0098,0.0007,-0.0179
554,improve,0.0057,0.0061,0.0005,0.0087
555,improve,0.0928,0.0297,0.0004,0.1077
556,buy,0.0057,0.2602,0.0175,0.1358
557,improve,-0.1045,0.0777,0.0008,-0.0656
558,buy,0.0048,0.2044,0.0176,0.107
559,improve,0.0133,0.0176,0.0005,0.0221
560,improve,0.006,0.0094,0.001,0.0107
561,buy,0.0412,0.2732,0.0183,0.1777
562,improve,-0.0088,0.088,0.0011,0.0352
563,buy,-0.0077,0.2987,0.0198,0.1416
564,improve,-0.083,0.0201,0.0013,-0.073
565,improve,-0.0057,0.1287,0.0009,0.0586
566,improve,0.0002,0.15,0.0006,0.0752
567,improve,-0.004,0.0073,0.001,-0.0004
568,buy,0.0166,0.223,0.0169,0.128
569,improve,-0.0018,0.0798,0.0008,0.0381
570,buy,-0.0169,0.3432,0.0177,0.1547
571,improve,-0.0017,0.0873,0.001,0.042
572,buy,-0.0058,0.3103,0.0185,0.1493
573,improve,-0.0646,0.2827,0.0013,0.0768
574,buy,0.01,0.1923,0.0191,0.1062
575,improve,-0.0697,0.054,0.0011,-0.0428
576,improve,-0.0107,0.0633,0.0011,0.0209
577,buy,-0.0277,0.1605,0.0184,0.0525
578,improve,0.0092,0.1151,0.0009,0.0668
579,buy,0.0261,0.2066,0.0187,0.1293
580,improve,-0.0137,0.0245,0.0013,-0.0014
581,improve,0.0,0.0101,0.0006,0.005
582,improve,0.009,0.0186,0.0011,0.0183
583,buy,0.0059,0.3851,0.0179,0.1984
584,improve,0.0043,0.0856,0.0008,0.0471
585,buy,0.0006,0.2478,0.0188,0.1244
586,improve,-0.0131,0.0298,0.0011,0.0018
587,buy,0.0747,0.1485,0.017,0.1489
588,improve,-0.0002,0.0188,0.0009,0.0092
589,improve,-0.0066,0.0051,0.0009,-0.004
590,improve,-0.0002,0.0432,0.0014,0.0214
