update_step,decision_type,policy_loss,value_loss,entropy_loss,total_loss
163,improve,0.0653,882.7139,0.1336,5.5025
164,buy,0.0042,0.2206,0.3087,0.0338
165,improve,-0.0235,1.0186,0.1291,-0.1877
166,buy,-0.0011,0.1697,0.3492,-0.0078
167,improve,-0.0235,1.1543,0.1089,-0.2053
168,buy,0.0192,0.2829,0.3428,0.1838
169,improve,-0.0005,0.8955,0.0993,0.0015
170,buy,0.0026,0.9342,0.3193,0.0304
171,improve,-0.0051,19.6957,0.0936,0.1427
172,buy,-0.0063,0.212,0.2813,-0.059
173,improve,0.0098,0.067,0.08,0.0922
174,buy,-0.0365,0.306,0.2349,-0.3498
175,improve,0.0258,11.7685,0.0804,0.4046
176,buy,0.0017,0.1981,0.2042,0.0215
177,improve,0.0101,30.7853,0.0772,0.5805
178,buy,0.1305,0.1157,0.1905,1.3165
179,improve,0.0003,2.0167,0.0719,0.0392
