update_step,decision_type,policy_loss,value_loss,entropy_loss,total_loss
549,improve,-0.0203,0.021,0.0026,-0.0098
550,improve,0.1361,0.0061,0.0031,0.1392
551,improve,0.1029,0.0088,0.0026,0.1073
552,buy,0.0037,0.1426,0.0347,0.075
553,improve,0.0045,0.0437,0.0022,0.0263
554,buy,-0.0023,0.3386,0.0468,0.1669
555,improve,-0.037,0.1553,0.0045,0.0406
556,buy,-0.0556,0.1428,0.049,0.0158
557,improve,-0.0003,0.0285,0.0031,0.014
558,buy,0.0115,0.2013,0.0502,0.1121
559,improve,-0.0,0.0823,0.0021,0.0411
560,improve,-0.0385,0.0123,0.0032,-0.0324
561,improve,0.0416,0.0585,0.0015,0.0709
562,buy,-0.0247,0.147,0.0506,0.0487
563,improve,-0.0016,0.0434,0.0019,0.0201
564,buy,0.0448,0.1968,0.0427,0.1432
565,improve,0.0056,0.0569,0.0016,0.0341
566,buy,-0.077,0.2208,0.0475,0.0334
567,improve,0.0036,0.1102,0.0021,0.0587
568,buy,0.0449,0.3022,0.0414,0.196
569,improve,0.0001,0.0107,0.0008,0.0054
570,buy,-0.0531,0.1209,0.0297,0.0073
571,improve,0.0052,0.0241,0.0014,0.0173
572,buy,0.0059,0.2684,0.0276,0.14
573,improve,-0.0035,0.0186,0.002,0.0058
574,buy,-0.0155,0.226,0.0232,0.0975
575,improve,0.0052,0.0119,0.0019,0.0111
576,improve,0.0086,0.0037,0.0009,0.0104
577,improve,0.0115,0.1403,0.0014,0.0817
578,buy,-0.0542,0.2121,0.0205,0.0518
579,improve,0.0027,0.0254,0.002,0.0154
580,improve,0.0228,0.1293,0.0012,0.0875
581,improve,0.0883,0.0072,0.0012,0.0919
582,improve,0.0018,0.1852,0.0017,0.0944
583,buy,-0.0413,0.1369,0.0216,0.0271
584,improve,-0.02,0.0506,0.0018,0.0053
585,buy,-0.0011,0.259,0.0204,0.1283
586,improve,0.0009,0.023,0.0009,0.0124
587,buy,-0.0065,0.2052,0.0205,0.0961
588,improve,0.0009,0.0182,0.0009,0.01
589,improve,0.0003,0.0115,0.0011,0.006
590,improve,-0.0015,0.0077,0.0015,0.0023
591,improve,-0.0518,0.0043,0.0011,-0.0496
592,improve,0.2452,0.0038,0.001,0.2471
593,buy,0.0495,0.1921,0.0132,0.1455
594,improve,-0.0046,0.0314,0.0014,0.0111
595,buy,0.0588,0.1858,0.0156,0.1517
596,improve,-0.0101,0.0054,0.0013,-0.0074
597,buy,0.0062,0.2482,0.0225,0.1303
598,improve,0.01,0.0131,0.0018,0.0166
599,buy,-0.0007,0.1758,0.0219,0.0872
600,improve,0.014,0.0059,0.0013,0.0169
601,buy,0.0452,0.3506,0.0227,0.2205
602,improve,0.0053,0.0357,0.0011,0.0231
603,improve,0.013,0.0044,0.0014,0.0152
604,buy,-0.008,0.2314,0.0233,0.1077
605,improve,0.01,0.0423,0.0012,0.0312
606,buy,0.0353,0.2266,0.0217,0.1485
607,improve,0.0176,0.0991,0.001,0.0671
608,buy,0.0669,0.2043,0.0304,0.169
609,improve,0.0001,0.0039,0.0011,0.002
610,improve,-0.0111,0.0052,0.001,-0.0085
611,improve,-0.0329,0.0049,0.0011,-0.0304
612,improve,0.0067,0.0051,0.0015,0.0093
613,buy,0.0065,0.2226,0.025,0.1177
614,improve,-0.0023,0.0322,0.0017,0.0138
615,buy,0.0156,0.2202,0.0276,0.1257
616,improve,0.009,0.0046,0.0014,0.0113
617,improve,0.0268,0.1178,0.0011,0.0857
618,buy,0.0193,0.2728,0.0249,0.1556
619,improve,0.0024,0.0355,0.0016,0.0202
620,buy,0.0269,0.316,0.0255,0.1849
621,improve,-0.0077,0.0314,0.0025,0.008
622,buy,0.0022,0.1859,0.0254,0.0951
623,improve,-0.0009,0.0102,0.0014,0.0042
624,buy,-0.042,0.3076,0.0264,0.1118
625,improve,0.0009,0.0029,0.0018,0.0024
626,improve,0.0019,0.0037,0.0014,0.0037
627,improve,0.0017,0.0562,0.0015,0.0298
628,improve,0.0113,0.0045,0.0016,0.0135
629,improve,0.0116,0.0057,0.0012,0.0144
630,buy,-0.2433,0.1789,0.0326,-0.1539
631,improve,0.0023,0.0081,0.0006,0.0063
632,improve,0.0003,0.076,0.0011,0.0384
633,buy,-0.0564,0.2386,0.028,0.0628
634,improve,0.0039,0.0644,0.0007,0.0362
635,buy,-0.0715,0.2251,0.0299,0.0411
636,improve,-0.0156,0.1395,0.0005,0.0542
637,buy,-0.0243,0.2198,0.0303,0.0856
638,improve,-0.1097,0.0656,0.0026,-0.0769
639,buy,0.015,0.1152,0.0326,0.0726
640,improve,-0.0109,0.1281,0.0009,0.0532
641,buy,-0.0165,0.3835,0.0318,0.1752
642,improve,0.0203,0.1204,0.0013,0.0805
643,buy,0.0648,0.2675,0.0293,0.1985
644,improve,-0.0001,0.0074,0.0006,0.0036
645,improve,-0.0023,0.0208,0.0009,0.0081
646,buy,0.0078,0.0985,0.0317,0.057
647,improve,0.0329,0.1667,0.0008,0.1162
648,improve,-0.0368,0.0155,0.0008,-0.0291
649,improve,-0.001,0.026,0.0004,0.012
650,buy,0.0659,0.2091,0.0305,0.1705
651,improve,0.0122,0.0055,0.0004,0.0149
652,buy,-0.0348,0.2223,0.0282,0.0763
653,improve,-0.016,0.0252,0.0003,-0.0034
654,buy,0.0439,0.2355,0.0304,0.1617
655,improve,0.0036,0.0116,0.0002,0.0094
656,improve,0.0275,0.0119,0.0005,0.0335
657,improve,-0.0116,0.1297,0.0003,0.0533
658,buy,0.0237,0.1585,0.0301,0.1029
659,improve,-0.0016,0.283,0.0005,0.1399
660,buy,0.0405,0.2988,0.0295,0.1899
661,improve,0.0006,0.0025,0.0005,0.0019
662,buy,0.0007,0.1711,0.0288,0.0862
663,improve,0.0084,0.0101,0.0004,0.0135
664,buy,0.006,0.4784,0.0271,0.2452
665,improve,-0.0297,0.0315,0.0004,-0.014
666,improve,0.0136,0.0039,0.0004,0.0155
667,buy,-0.012,0.1588,0.0279,0.0674
668,improve,0.0931,0.1021,0.0008,0.1442
669,buy,-0.0095,0.2097,0.0294,0.0953
670,improve,0.0019,0.005,0.0007,0.0044
671,buy,-0.0446,0.2253,0.027,0.068
672,improve,-0.0019,0.0119,0.0005,0.0041
673,buy,-0.0098,0.097,0.0279,0.0387
674,improve,0.0089,0.1062,0.0004,0.062
675,buy,-0.0246,0.2789,0.0289,0.1148
676,improve,-0.0093,0.0242,0.0005,0.0028
