episode,winner,ppo_agent_reward,episode_length
318,ValueBuyer,34.7474,300
319,Aggressive,152.735,354
320,Aggressive,222.6717,266
321,ValueBuyer,13.6755,214
322,Conservative,19.5654,315
323,Aggressive,51.9385,182
324,Conservative,39.2151,500
325,Conservative,21.2495,479
326,Conservative,26.0052,437
327,Aggressive,43.5037,500
328,ValueBuyer,18.2694,239
329,ValueBuyer,53.3515,500
330,Conservative,27.8723,500
331,ValueBuyer,40.4978,500
332,Conservative,26.384,500
333,ValueBuyer,38.0243,500
334,ValueBuyer,38.8699,500
335,Aggressive,53.2788,500
336,Conservative,30.6873,321
337,ValueBuyer,14.3851,197
338,Conservative,42.333,500
339,Conservative,17.835,219
340,Conservative,25.1874,438
341,Conservative,28.6416,500
342,ValueBuyer,15.428,335
343,Aggressive,56.7557,500
344,Aggressive,58.9755,500
345,Aggressive,48.2307,500
346,Conservative,28.0982,500
347,Conservative,47.7005,500
348,ValueBuyer,32.9812,500
349,Conservative,43.0693,447
350,ValueBuyer,24.4711,346
351,Random,33.4052,500
352,Aggressive,49.3444,500
353,ValueBuyer,15.7061,191
354,Random,34.4578,500
355,Conservative,40.6258,500
356,ValueBuyer,12.6997,139
357,Conservative,42.2266,500
358,Conservative,15.4628,282
359,ValueBuyer,17.5125,248
360,Conservative,31.9756,500
361,Random,33.795,500
362,Random,14.3302,220
363,Conservative,30.006,500
364,Conservative,15.4045,473
365,Random,43.0963,500
366,ValueBuyer,39.6815,500
367,Random,41.6758,500
368,Aggressive,141.0448,360
369,Aggressive,54.6395,500
370,Aggressive,93.868,254
371,Aggressive,51.134,500
372,ValueBuyer,38.2258,500
373,Conservative,23.0758,239
374,Aggressive,112.7971,336
375,ValueBuyer,31.4236,500
376,Aggressive,54.7524,500
377,ValueBuyer,40.0228,425
378,Aggressive,90.94,286
379,Conservative,41.0003,500
380,Conservative,25.5141,300
381,Conservative,50.7239,500
382,ValueBuyer,21.461,362
383,Conservative,43.2706,500
384,ValueBuyer,28.2099,471
385,Aggressive,101.7443,500
386,ValueBuyer,38.9083,500
387,ValueBuyer,55.3802,500
388,Random,34.5955,500
389,ValueBuyer,8.9685,192
390,Conservative,7.2549,199
391,Conservative,35.7915,500
392,ValueBuyer,8.0137,141
393,Aggressive,88.5093,263
394,Aggressive,37.7596,213
395,Conservative,15.8042,216
396,Conservative,18.917,230
397,Aggressive,104.7704,267
398,ValueBuyer,10.7886,180
399,Conservative,13.9829,184
400,ValueBuyer,9.5671,95
401,Aggressive,117.8704,325
402,Aggressive,55.2088,500
403,Random,49.3545,500
404,Aggressive,59.8898,500
405,Conservative,39.4448,500
406,Conservative,32.9481,500
407,ValueBuyer,44.3173,500
408,ValueBuyer,36.1432,500
409,ValueBuyer,46.9692,270
410,Aggressive,37.4479,251
411,ValueBuyer,25.5456,500
412,Random,36.8989,500
413,Conservative,29.768,274
414,ValueBuyer,37.5177,497
415,Aggressive,155.8601,240
416,Random,22.2147,375
417,Aggressive,54.9786,500
418,Aggressive,71.1471,300
419,Random,18.4433,256
420,Conservative,23.2999,332
421,ValueBuyer,44.0075,500
422,Random,35.3238,500
423,Aggressive,62.252,500
424,ValueBuyer,15.7688,226
425,Conservative,28.3834,242
426,Aggressive,89.8708,270
427,Random,28.5642,500
428,ValueBuyer,38.9308,500
429,Conservative,14.2445,487
430,Random,33.0037,500
431,Random,36.4697,500
432,Aggressive,58.5346,500
433,ValueBuyer,8.1197,205
434,ValueBuyer,17.3835,172
435,Conservative,11.1007,145
436,Conservative,36.3931,500
437,Conservative,13.8674,480
438,Aggressive,95.4502,309
439,Conservative,52.0766,500
440,Conservative,35.3141,488
441,Random,24.6274,500
442,Aggressive,181.8523,335
443,Aggressive,46.163,500
444,ValueBuyer,21.2186,239
445,Conservative,46.9035,483
446,ValueBuyer,21.0084,278
447,ValueBuyer,7.3597,126
448,Aggressive,46.9861,500
449,Conservative,13.7492,500
450,Conservative,32.0945,500
451,Random,24.557,377
452,Aggressive,56.6857,500
453,Aggressive,213.715,294
454,Conservative,38.5376,500
455,Conservative,13.7446,191
456,Conservative,29.6057,385
457,Aggressive,58.9596,500
458,ValueBuyer,48.7198,500
459,ValueBuyer,21.9597,191
460,ValueBuyer,45.5538,500
461,ValueBuyer,48.0883,500
462,Conservative,44.572,500
463,Conservative,30.8862,500
464,Conservative,34.2869,500
465,ValueBuyer,42.2158,500
466,Aggressive,89.4387,500
467,Conservative,38.1846,500
468,Conservative,23.4098,356
469,Conservative,28.0579,428
470,Conservative,37.0112,500
471,ValueBuyer,40.915,500
472,Conservative,30.8678,500
473,Aggressive,63.3405,500
474,ValueBuyer,19.0436,466
475,ValueBuyer,19.6627,265
476,ValueBuyer,29.2641,500
477,Aggressive,47.0951,232
478,Random,26.5722,500
479,Aggressive,307.5021,247
480,ValueBuyer,12.9901,292
481,Random,40.9193,500
482,Aggressive,53.3353,500
483,Aggressive,57.3382,500
484,ValueBuyer,40.8877,500
485,Aggressive,119.6155,347
486,Conservative,19.5834,242
487,Aggressive,57.7773,500
488,Aggressive,99.9654,357
489,ValueBuyer,41.4415,500
490,Aggressive,45.7467,500
491,ValueBuyer,38.8678,500
492,ValueBuyer,27.3444,348
493,Conservative,17.041,303
494,Conservative,41.2575,500
495,ValueBuyer,43.56,500
496,Conservative,43.7779,500
497,Random,41.2145,500
498,Aggressive,104.3152,173
499,Aggressive,24.0483,183
500,ValueBuyer,10.7388,500
501,Conservative,32.2264,500
502,Conservative,10.4381,228
503,ValueBuyer,15.8344,319
504,Aggressive,39.4748,203
505,Conservative,25.7081,318
506,Conservative,9.0827,274
507,ValueBuyer,25.7647,288
508,Aggressive,52.1125,500
509,Conservative,19.7343,284
510,ValueBuyer,19.775,270
511,Aggressive,102.8837,315
512,ValueBuyer,15.6241,160
513,Aggressive,63.8748,198
514,Random,25.1634,223
515,ValueBuyer,30.8854,351
516,Random,39.1285,500
517,ValueBuyer,18.0981,204
518,ValueBuyer,8.1017,197
519,Conservative,41.8628,500
520,ValueBuyer,51.369,500
521,Conservative,38.7937,500
522,Conservative,48.5548,500
523,Aggressive,50.264,500
524,Aggressive,172.5222,463
525,Conservative,36.6346,500
526,Conservative,53.9278,500
527,Random,38.641,500
528,ValueBuyer,25.8783,297
529,ValueBuyer,49.7479,500
530,Aggressive,192.8459,500
531,ValueBuyer,24.1091,234
532,Random,48.7694,500
533,Conservative,29.6362,500
534,Conservative,32.9453,500
535,Conservative,47.3583,500
536,Aggressive,170.7583,238
537,Aggressive,50.233,500
538,ValueBuyer,39.6549,500
539,Random,15.2587,356
540,Random,24.6029,315
541,ValueBuyer,37.3637,500
542,Conservative,10.6932,163
543,ValueBuyer,9.5526,103
544,Conservative,38.9201,500
545,Aggressive,175.4745,326
546,Conservative,21.3089,500
547,Conservative,27.7186,500
548,Conservative,17.685,376
549,ValueBuyer,34.4885,312
550,Conservative,17.8987,219
551,Conservative,20.0131,500
552,Conservative,44.9415,500
553,Conservative,10.5694,500
554,ValueBuyer,9.0629,199
555,ValueBuyer,16.6852,226
556,Conservative,50.8771,500
557,Aggressive,57.0296,500
558,Aggressive,45.8298,500
559,ValueBuyer,7.9408,308
560,ValueBuyer,18.7005,204
561,Aggressive,107.7736,302
562,Random,13.2379,226
563,Conservative,41.2078,500
564,Conservative,51.6178,463
565,Aggressive,50.914,211
566,Conservative,46.6056,500
567,Conservative,7.2107,500
568,ValueBuyer,44.832,500
569,Aggressive,146.1088,325
570,Aggressive,64.4438,500
571,Aggressive,134.2729,500
572,ValueBuyer,8.6494,500
573,ValueBuyer,5.9658,226
574,Aggressive,147.4729,281
575,Random,46.4069,500
576,Aggressive,226.9899,327
577,Random,35.1683,420
578,Aggressive,104.0069,500
579,Aggressive,253.7942,456
580,Aggressive,51.6558,259
581,Aggressive,52.1125,500
582,Aggressive,134.0324,353
583,Aggressive,93.3987,500
584,Aggressive,111.3002,182
585,Random,41.9711,500
586,Aggressive,61.2784,500
587,Aggressive,59.6393,500
588,Conservative,50.5594,450
589,Conservative,20.4013,500
590,Conservative,32.4316,378
591,Conservative,49.4033,500
592,Aggressive,56.4665,500
593,ValueBuyer,42.1511,500
594,Random,20.568,384
595,Aggressive,252.4156,393
596,ValueBuyer,7.8707,107
597,Aggressive,49.4265,500
598,Conservative,46.2662,500
599,Random,38.1173,500
600,Conservative,50.5069,500
601,Aggressive,180.0803,298
602,Aggressive,67.9333,231
603,Aggressive,53.4219,500
604,ValueBuyer,20.9818,257
605,Conservative,37.7104,419
606,Aggressive,157.2932,295
607,Aggressive,79.8053,500
608,ValueBuyer,17.5635,153
609,Aggressive,93.9422,500
610,Aggressive,55.5484,500
611,Aggressive,227.9681,299
612,ValueBuyer,39.8124,494
613,Aggressive,67.5386,500
614,Aggressive,57.0493,500
615,ValueBuyer,15.7589,261
616,ValueBuyer,45.409,500
617,Conservative,40.8446,500
618,ValueBuyer,42.1717,500
619,Random,43.6571,500
620,ValueBuyer,39.5791,500
621,Conservative,40.7803,500
622,Conservative,43.9882,500
623,Conservative,53.0308,500
624,Aggressive,96.7115,500
625,Conservative,31.9441,361
626,Conservative,17.9501,425
627,ValueBuyer,50.6435,500
628,Random,9.2212,322
629,Conservative,29.5779,500
630,ValueBuyer,93.5418,483
631,ValueBuyer,23.8938,249
632,Conservative,53.4184,500
633,Conservative,30.4502,500
634,ValueBuyer,9.8986,168
635,Aggressive,61.4597,500
636,Aggressive,321.1702,380
637,Aggressive,130.863,376
638,Conservative,49.2827,500
639,Aggressive,225.4262,455
640,ValueBuyer,45.1751,500
641,ValueBuyer,21.403,274
642,Conservative,66.8095,285
643,ValueBuyer,56.9759,500
644,Aggressive,54.3373,500
645,Aggressive,59.0578,181
646,Conservative,10.2183,209
647,Conservative,22.3088,240
648,Conservative,35.8253,500
649,Conservative,7.1595,390
650,Aggressive,84.0407,500
651,Aggressive,346.239,456
652,Aggressive,60.8022,500
653,Conservative,54.8636,500
654,Aggressive,54.8603,500
655,ValueBuyer,32.3891,500
656,Aggressive,91.8206,500
657,Conservative,25.5289,341
658,Conservative,24.2327,256
659,Random,8.3211,289
660,Aggressive,197.4987,500
661,Aggressive,59.0464,265
662,ValueBuyer,14.9445,209
663,Aggressive,78.398,246
664,ValueBuyer,30.6452,500
665,Aggressive,52.4626,500
666,Aggressive,46.28,131
667,Conservative,63.6681,412
668,Conservative,50.4621,500
669,Random,7.3526,256
670,Random,44.8667,500
671,Aggressive,246.0455,355
672,Conservative,34.2951,500
673,ValueBuyer,23.4507,209
674,Aggressive,78.407,500
675,Conservative,20.6187,309
676,ValueBuyer,18.2471,245
677,ValueBuyer,11.8972,208
678,Conservative,45.1696,415
679,ValueBuyer,34.5857,329
680,Conservative,42.4403,500
681,Random,16.2831,384
682,Conservative,53.3778,500
683,Aggressive,62.16,500
684,ValueBuyer,23.0797,294
685,Aggressive,56.4549,500
686,Conservative,24.3871,296
687,Random,32.3537,500
688,Conservative,19.188,267
689,ValueBuyer,20.7467,356
690,Conservative,46.3952,500
691,ValueBuyer,47.758,476
692,Conservative,42.5656,500
693,Conservative,40.0549,500
694,Aggressive,64.7902,500
695,ValueBuyer,40.774,500
696,Conservative,20.7237,278
697,Aggressive,48.9124,500
698,Conservative,51.9895,365
699,Aggressive,79.8591,500
700,Conservative,16.6905,191
701,Random,80.8482,487
702,Aggressive,75.5511,500
703,Random,9.6412,423
704,Aggressive,55.6403,500
705,Conservative,20.0814,324
706,ValueBuyer,37.16,500
707,Random,42.4388,500
708,ValueBuyer,10.5112,159
709,Random,54.3275,500
710,ValueBuyer,43.3819,500
711,Conservative,34.7069,500
712,Aggressive,72.2405,500
713,Conservative,40.6556,500
714,ValueBuyer,16.231,139
715,Conservative,8.5928,256
716,Conservative,19.804,246
717,Aggressive,287.0139,403
718,Aggressive,131.4452,487
719,Aggressive,62.1912,500
720,ValueBuyer,30.9799,500
721,Aggressive,57.7812,500
722,Conservative,45.244,500
723,Conservative,46.7443,500
724,ValueBuyer,15.5193,220
725,Aggressive,51.2645,500
