episode,winner,ppo_agent_reward,episode_length
216,Conservative,13.2887,215
217,Aggressive,34.3215,500
218,ValueBuyer,45.7862,500
219,Aggressive,43.5018,500
220,Aggressive,11.2707,149
221,Conservative,24.9079,500
222,Aggressive,17.435,269
223,ValueBuyer,49.6302,500
224,ValueBuyer,68.8523,254
225,Conservative,33.5113,500
226,Aggressive,32.7782,500
227,ValueBuyer,140.7677,500
228,Conservative,33.6897,335
229,Random,12.6875,384
230,ValueBuyer,98.5565,500
231,Aggressive,10.2956,145
232,ValueBuyer,49.8113,500
233,ValueBuyer,72.5851,500
234,Aggressive,36.7802,500
235,Aggressive,37.7933,500
236,Aggressive,8.6333,270
237,ValueBuyer,49.6695,500
238,Aggressive,42.5548,500
239,Aggressive,38.0204,500
240,Conservative,42.8208,500
241,Aggressive,41.7187,500
242,Conservative,18.7966,281
243,Aggressive,16.5816,254
244,Aggressive,6.852,108
245,ValueBuyer,125.5366,206
246,Aggressive,42.1974,500
247,ValueBuyer,45.4252,500
248,ValueBuyer,98.1475,326
249,Aggressive,32.7896,500
250,Conservative,18.0526,349
251,Conservative,34.2655,500
252,Aggressive,39.62,500
253,ValueBuyer,39.9123,156
254,Aggressive,8.8805,176
255,Conservative,31.3124,500
256,Random,31.9215,500
257,Aggressive,44.8571,500
258,Aggressive,41.9937,500
259,Aggressive,13.4063,215
260,ValueBuyer,356.8104,342
261,Conservative,24.9063,500
262,Conservative,34.6613,500
263,ValueBuyer,46.5822,500
264,Conservative,38.1174,500
265,ValueBuyer,45.3068,500
266,Aggressive,41.3598,500
267,Aggressive,30.2262,500
268,Random,36.7522,500
269,Random,41.2115,500
270,Conservative,37.9899,500
271,ValueBuyer,69.2956,260
272,Aggressive,47.9144,500
273,Aggressive,34.7014,500
274,ValueBuyer,127.6802,465
275,Aggressive,42.5649,497
276,ValueBuyer,50.7059,500
277,ValueBuyer,83.3566,276
278,Aggressive,10.5782,175
279,Conservative,33.7525,500
280,ValueBuyer,48.9396,246
281,Conservative,37.2387,500
282,Conservative,15.416,314
283,Aggressive,31.3534,500
284,Aggressive,40.4504,500
285,Conservative,25.0483,500
286,Conservative,41.4907,500
287,Conservative,30.5055,403
288,Conservative,47.6496,500
289,Aggressive,47.4168,500
290,Random,37.3554,500
291,Aggressive,42.0376,500
292,Aggressive,12.2557,219
293,Conservative,32.9421,500
294,Aggressive,41.2176,500
295,Aggressive,48.7494,500
296,Conservative,27.1626,225
297,Conservative,40.4221,500
298,Conservative,14.3592,256
299,Aggressive,35.4636,500
300,ValueBuyer,151.661,336
301,Aggressive,6.8899,161
302,Aggressive,38.1676,500
303,ValueBuyer,64.9107,158
304,ValueBuyer,47.4818,500
305,Aggressive,37.8509,500
306,Aggressive,37.7826,500
307,Aggressive,36.1475,500
308,Aggressive,48.7457,500
309,Conservative,32.5858,500
310,Aggressive,27.97,500
311,Conservative,24.0556,500
312,ValueBuyer,217.4988,440
313,Aggressive,18.0142,259
314,Aggressive,37.1804,500
315,Conservative,38.4001,500
316,Aggressive,44.6219,500
317,Aggressive,5.5872,170
318,Conservative,21.7837,339
319,Conservative,38.7053,500
320,Aggressive,18.2007,336
321,Conservative,37.8332,500
322,Conservative,40.5985,500
323,Aggressive,17.7947,197
324,Random,10.5215,281
325,Conservative,21.4853,275
326,Aggressive,41.1036,500
327,Conservative,37.9912,500
328,Aggressive,18.4265,295
329,Aggressive,53.8275,471
330,Conservative,38.9072,500
331,Aggressive,33.7363,432
332,Conservative,7.8589,216
333,Aggressive,23.7608,261
334,Aggressive,11.9284,207
335,Random,17.8452,315
336,Random,26.2077,500
337,Aggressive,42.4524,500
338,Conservative,37.3688,500
339,Random,24.9008,500
340,Random,38.4129,500
341,Conservative,35.3767,500
342,Conservative,37.3038,500
343,Conservative,37.5188,500
344,Aggressive,19.3388,306
345,Random,33.4794,500
346,Aggressive,16.8638,340
347,Aggressive,16.0035,292
348,Aggressive,29.4365,500
349,Conservative,22.7246,500
350,Conservative,39.7794,500
351,Aggressive,30.6363,500
352,Aggressive,27.8016,500
353,Aggressive,37.4515,500
354,Aggressive,21.9107,500
355,Aggressive,28.2079,478
356,Aggressive,25.1098,375
357,Aggressive,39.2132,500
358,ValueBuyer,120.197,275
359,ValueBuyer,177.6811,275
360,Conservative,45.5346,500
361,Random,45.4494,500
362,Aggressive,33.6484,500
363,Aggressive,5.8535,123
364,Conservative,27.7434,500
365,Random,26.3068,500
366,Random,20.977,223
367,Aggressive,33.8579,500
368,Aggressive,16.8205,276
369,Random,34.5809,500
370,Conservative,21.4074,362
371,Aggressive,35.667,500
372,Aggressive,33.7662,500
373,Aggressive,9.7548,202
374,Conservative,28.7699,404
375,Conservative,29.4857,500
376,Aggressive,28.4105,500
377,ValueBuyer,39.9588,500
378,Random,17.7047,274
379,Conservative,32.8903,500
380,Aggressive,42.6819,500
381,Aggressive,11.6926,318
382,ValueBuyer,105.9083,186
383,Conservative,46.0523,500
384,ValueBuyer,46.2135,500
385,Aggressive,39.2325,500
386,ValueBuyer,48.8484,500
387,Conservative,39.0613,500
388,Conservative,28.5919,500
389,ValueBuyer,66.2354,500
390,Aggressive,13.248,229
391,Aggressive,37.1454,500
392,Aggressive,16.2984,164
393,Conservative,35.1811,500
394,Aggressive,36.7123,500
395,Aggressive,16.0575,431
396,Aggressive,31.7071,500
397,Random,38.559,500
398,ValueBuyer,68.3631,500
399,Aggressive,21.7898,279
400,Aggressive,34.8431,500
401,Aggressive,39.7785,500
402,Aggressive,9.864,151
403,Aggressive,37.9517,500
404,Aggressive,30.9295,500
405,Aggressive,37.2872,500
406,Aggressive,31.5659,500
407,ValueBuyer,64.7655,500
408,Random,18.6892,423
409,Aggressive,10.9471,223
410,Aggressive,15.9745,341
411,Conservative,31.268,500
412,Aggressive,18.3304,279
413,Aggressive,16.7608,304
414,ValueBuyer,48.6785,256
415,Aggressive,8.1951,119
416,Aggressive,47.0621,500
417,Conservative,35.9349,500
418,Aggressive,35.9581,500
419,Aggressive,38.9985,500
420,Aggressive,8.4251,276
421,Random,33.8154,500
422,Conservative,15.2196,500
423,Aggressive,35.4745,500
424,ValueBuyer,68.272,127
425,Random,8.7288,288
426,Conservative,35.2622,500
427,ValueBuyer,46.1059,500
428,Conservative,43.7847,500
429,Random,10.157,500
430,Random,34.423,500
431,Aggressive,34.4441,500
432,Aggressive,11.9183,240
433,Aggressive,22.6651,353
434,ValueBuyer,76.3398,303
435,Conservative,24.1637,362
436,Conservative,47.2591,500
437,Conservative,37.8256,500
438,ValueBuyer,40.666,500
439,Conservative,35.6201,500
440,Aggressive,48.5111,500
441,Aggressive,24.9413,378
442,Aggressive,53.3678,500
443,ValueBuyer,47.6482,500
444,ValueBuyer,49.0338,500
445,Conservative,24.2215,500
446,ValueBuyer,43.147,500
447,Aggressive,27.2029,281
448,Aggressive,10.9846,262
449,ValueBuyer,32.8112,150
450,Aggressive,25.7825,500
451,Aggressive,7.0284,167
452,Random,13.4868,259
453,Aggressive,14.0412,209
454,Aggressive,35.0675,500
455,Aggressive,26.2785,369
456,Aggressive,35.2669,500
457,Aggressive,43.0854,500
458,Conservative,43.2052,500
459,Random,12.7287,225
460,Aggressive,49.1625,500
461,Conservative,42.3389,500
462,Conservative,14.8387,500
463,ValueBuyer,104.3976,500
464,Aggressive,41.5818,500
465,Aggressive,42.5946,500
466,Aggressive,50.577,500
467,Conservative,52.8273,500
468,Aggressive,22.276,500
469,ValueBuyer,156.6811,286
470,Random,41.6573,500
471,ValueBuyer,157.1721,312
472,Aggressive,19.5903,361
473,Aggressive,43.0808,500
474,ValueBuyer,60.9721,291
475,Conservative,22.5108,307
476,ValueBuyer,58.4713,500
477,Aggressive,34.517,500
478,Random,38.0442,500
479,Aggressive,31.9597,500
480,Conservative,34.4575,500
481,ValueBuyer,97.7534,197
482,ValueBuyer,67.7047,500
483,ValueBuyer,40.5118,500
484,ValueBuyer,104.5073,316
485,Aggressive,37.256,500
486,Conservative,7.9849,166
487,Aggressive,21.7932,331
488,Aggressive,14.7913,259
489,ValueBuyer,51.0876,500
490,Aggressive,32.8313,500
491,ValueBuyer,45.1897,500
492,Conservative,7.6868,500
493,Conservative,28.8934,500
494,Conservative,9.7038,394
495,Random,15.5119,289
496,Aggressive,8.0432,169
497,ValueBuyer,51.0836,500
498,ValueBuyer,174.1487,366
499,Aggressive,15.9653,235
500,Aggressive,35.2513,500
501,Aggressive,21.28,323
502,Conservative,21.7997,500
503,Aggressive,28.9663,500
504,Aggressive,17.707,243
505,ValueBuyer,44.6987,500
506,Aggressive,19.4191,284
507,Conservative,8.8167,283
508,Aggressive,44.6247,500
509,Conservative,12.8153,219
510,Aggressive,44.7446,500
511,ValueBuyer,57.897,500
512,Conservative,22.9237,431
513,Aggressive,28.9837,334
514,ValueBuyer,56.7945,500
515,Conservative,41.2564,500
516,Aggressive,10.3898,375
517,Random,8.8818,190
518,ValueBuyer,49.9939,158
519,Conservative,46.161,500
520,Aggressive,33.8499,500
521,ValueBuyer,42.2968,500
522,Aggressive,14.2755,207
523,Aggressive,33.644,500
524,Aggressive,11.8922,500
525,Aggressive,15.3917,220
526,Aggressive,52.2203,500
527,ValueBuyer,142.8725,500
528,Random,41.1933,500
529,Aggressive,44.5529,500
530,Random,43.0387,500
531,Aggressive,22.5864,242
532,Random,31.0051,500
533,Conservative,39.2176,500
534,Conservative,10.5867,444
535,Aggressive,29.3204,500
536,ValueBuyer,45.4202,500
537,Aggressive,44.4923,500
538,ValueBuyer,51.1583,500
539,Conservative,7.8933,273
540,Aggressive,20.1147,277
541,ValueBuyer,39.8105,500
542,ValueBuyer,50.9303,500
543,ValueBuyer,69.1989,178
544,Conservative,27.393,500
545,ValueBuyer,90.6208,208
546,ValueBuyer,45.1543,500
547,Conservative,46.5142,500
548,ValueBuyer,71.4516,500
549,ValueBuyer,101.3317,500
550,Conservative,36.5429,500
551,Conservative,44.3027,500
552,ValueBuyer,87.4695,330
553,Conservative,30.8575,500
554,Aggressive,43.4104,500
555,ValueBuyer,143.1828,305
556,ValueBuyer,57.3653,500
557,Aggressive,41.3764,500
558,ValueBuyer,39.6457,500
559,ValueBuyer,61.8867,168
560,Conservative,60.4694,500
561,Aggressive,42.686,500
562,Conservative,32.8822,500
563,Conservative,37.6398,500
564,ValueBuyer,93.9696,211
565,Aggressive,6.223,170
566,Aggressive,41.2543,500
567,Conservative,26.9618,361
568,Conservative,65.797,500
569,Aggressive,51.7693,500
570,ValueBuyer,69.6854,214
571,Conservative,38.7973,500
572,ValueBuyer,53.9895,500
573,ValueBuyer,54.0298,500
574,Aggressive,14.3604,209
575,Random,26.05,500
576,ValueBuyer,79.4434,500
